iso3,country_name,year,start_date,start_date_accuracy,end_date,end_date_accuracy,event_name,hazard_category,hazard_category_name,hazard_sub_category,hazard_sub_category_name,hazard_type,hazard_type_name,hazard_sub_type,hazard_subtype_name,new_displacement,new_displacement_rounded,total_displacement,total_displacement_rounded,event_codes
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Dry mass movement - Loreto - 01/05/2024,1,Geophysical,1,Geophysical,2,Mass Movement,3,,21,21,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Earthquake - Cusco - 01/05/2024,1,Geophysical,1,Geophysical,1,Earthquake,1,,69,69,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Amazonas - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,10,10,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Apurímac - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,24,24,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Arequipa - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,3,3,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Ayacucho - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,55,55,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Cajamarca - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,100,100,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Cusco - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,107,110,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Huancavelica - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,1152,1200,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Huánuco - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,211,210,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Junín - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,17,17,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - La Libertad - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,7,7,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Lambayeque - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,10,10,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Lima Province - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,21,21,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Loreto - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,3,3,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - Piura - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,253,250,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Flood - San Martín - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,7,7,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Storm - Amazonas - 01/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,62,62,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Storm - Apurímac - 01/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,3,3,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Storm - Ayacucho - 01/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,3,3,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Storm - Cajamarca - 01/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,52,52,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Storm - Cusco - 01/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,3,3,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Storm - Huancavelica - 01/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,7,7,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Storm - Lambayeque - 01/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,7,7,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Storm - Piura - 01/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,7,7,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Storm - San Martín - 01/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,3,3,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Wet mass movement - Amazonas - 01/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,21,21,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Wildfire - Ayacucho - 01/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,3,3,,,[]
PER,Peru,2024,2024-05-01,Month,2024-05-31,Month,Peru: Winter storm - Cusco - 01/05/2024,2,Weather related,4,Meteorological,14,Storm,25,,42,42,,,[]
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Drought - Bari - 01/05/2024,2,Weather related,2,Climatological,5,Drought,7,,287,290,,,[]
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Drought - Nugaal - 01/05/2024,2,Weather related,2,Climatological,5,Drought,7,,115,120,,,[]
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Drought - Sanaag - 01/05/2024,2,Weather related,2,Climatological,5,Drought,7,,6,6,,,[]
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Flood - Bari - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,137,140,,,"['FL-2024-000055-SOM', 'MDRSO018']"
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Flood - Bay - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,3094,3100,,,"['FL-2024-000055-SOM', 'MDRSO018']"
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Flood - EastSanaag(PL) - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,5,5,,,"['FL-2024-000055-SOM', 'MDRSO018']"
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Flood - Gedo - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,3804,3800,,,"['FL-2024-000055-SOM', 'MDRSO018']"
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Flood - Hiraan - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,50700,51000,,,"['FL-2024-000055-SOM', 'MDRSO018']"
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Flood - Lower Juba - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,367,370,,,"['FL-2024-000055-SOM', 'MDRSO018']"
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Flood - Middle Juba - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,542,540,,,"['FL-2024-000055-SOM', 'MDRSO018']"
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Flood - Middle Shabelle - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,1378,1400,,,"['FL-2024-000055-SOM', 'MDRSO018']"
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Flood - Mudug - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,2180,2200,,,"['FL-2024-000055-SOM', 'MDRSO018']"
SOM,Somalia,2024,2024-05-01,Day,2024-05-31,Day,Somalia: Flood - Nugaal - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,1633,1600,,,"['FL-2024-000055-SOM', 'MDRSO018']"
UGA,Uganda,2024,2024-05-01,Month,2024-05-31,Month,Uganda: Flood - Central (Masaka) - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,3800,3800,,,[]
UGA,Uganda,2024,2024-05-01,Month,2024-05-31,Month,Uganda: Flood - Western (Kisoro) - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,923,920,,,[]
UGA,Uganda,2024,2024-05-01,Month,2024-05-31,Month,Uganda: Flood - Western (Ntoroko) - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4098,4100,4098,4100,[]
UGA,Uganda,2024,2024-05-01,Month,2024-05-31,Month,Uganda: Flood - Western (Toro/Kasese) - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,1525,1500,,,[]
UGA,Uganda,2024,2024-05-01,Month,2024-05-31,Month,Uganda: Landslide/Wet mass movement - Western (Kisoro) - 01/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,1053,1100,,,[]
UGA,Uganda,2024,2024-05-01,Month,2024-05-31,Month,Uganda: Landslide/Wet mass movement - Western (Toro/Kasese) - 01/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,3889,3900,,,[]
URY,Uruguay,2024,2024-05-01,Month,2024-05-31,Month,Uruguay: Hailstorm - Cerro Largo - 01/05/2024,2,Weather related,4,Meteorological,14,Storm,19,,42,42,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Ad Dali - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,483,480,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Al Bayda - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,315,320,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Al Hudaydah - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,203,200,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Al Jawf - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4032,4000,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Al Mahrah - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,6727,6700,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Al Mahwit - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,287,290,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Dhamar - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,504,500,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Hadramaut - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4263,4300,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Hajjah - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,588,590,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Ibb - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,700,700,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Lahj - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,1099,1100,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Marib - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,350,350,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Sa'dah - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,952,950,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Sana'a - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,301,300,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Sana'a City - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,504,500,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Shabwah - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,987,990,,,[]
YEM,Yemen,2024,2024-05-01,Month,2024-05-31,Month,Yemen: Flood - Ta'izz - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4186,4200,,,[]
SSD,South Sudan,2024,2024-05-01,Month,2024-06-17,Month,South Sudan: Flood - Unity (Panyijar) - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4476,4500,,,[]
NER,Niger,2024,2024-05-01,Month,2024-10-31,Month,Niger: Flood - Countrywide  - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,1172018,1172000,464577,465000,['MDRNE030']
BDI,Burundi,2024,2024-05-02,,2024-05-02,,Burundi: Flood - Cibitoke (Buganda) - 02/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,72,72,,,['FL-2024-000047-BDI']
DEU,Germany,2024,2024-05-02,Day,2024-05-02,Day,"Germany: Flood - Baden-Württemberg (Bisingen), Rhineland-Palatinate (Glaadt) - 02/05/2024",2,Weather related,3,Hydrological,10,Flood,13,,36,36,,,[]
FRA,France,2024,2024-05-02,Day,2024-05-02,Day,France: Flood - Pays d'Auge (Livarot) - 01/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,10,10,,,[]
GTM,Guatemala,2024,2024-05-02,Day,2024-05-02,Day,Guatemala: Flood - Escuintla (Santa Lucía Cotzumalguapa) - 02/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,15,15,,,[]
IDN,Indonesia,2024,2024-05-02,Day,2024-05-02,Day,Indonesia: Flood - Aceh (Aceh Singkil) - 02/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,8,8,8,8,[]
MMR,Myanmar,2024,2024-05-02,Day,2024-05-02,Day,Myanmar: Tornado - Naypyidaw Union Territory (Pobbathiri Township) - 02/05/2024,2,Weather related,4,Meteorological,14,Storm,23,,101,100,101,100,['AHA-TO-2024-000765-MMR']
NPL,Nepal,2024,2024-05-02,,2024-05-02,,Nepal: Wildfire - Bagmati (Kaverpalanchowk) - 02/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,13,13,13,13,[]
NPL,Nepal,2024,2024-05-02,,2024-05-02,,Nepal: Wildfire - Janakpur (Ramechhap) - 02/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,9,9,9,9,[]
NPL,Nepal,2024,2024-05-02,,2024-05-02,,Nepal: Wildfire - Janakpur (Sindhuli) - 02/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,13,13,13,13,[]
NPL,Nepal,2024,2024-05-02,,2024-05-02,,Nepal: Wildfire - Koshi (Bhojpur) - 02/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,9,9,9,9,[]
NPL,Nepal,2024,2024-05-02,,2024-05-02,,Nepal: Wildfire - Sagarmatha (Khotang) - 02/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,9,9,9,9,[]
PAK,Pakistan,2024,2024-05-02,,2024-05-02,,Pakistan: Flood - Khyber Pakhtunkhwa (Mansehra) - 02/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,14,14,14,14,[]
UGA,Uganda,2024,2024-05-02,,2024-05-02,,Uganda: Flood - Eastern (Elgon/Mbale) - 02/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,10,10,4,4,[]
UGA,Uganda,2024,2024-05-02,,2024-05-02,,Uganda: Flood - Western (Kigezi/Kanungu) - 02/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,2,2,,,[]
UGA,Uganda,2024,2024-05-02,,2024-05-02,,Uganda: Landslide/Wet mass movement - Eastern (Elgon/Mbale) - 02/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,478,480,2,2,[]
UGA,Uganda,2024,2024-05-02,,2024-05-02,,Uganda: Landslide/Wet mass movement - Western (Toro/Bunyangabu) - 02/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,6,6,6,6,[]
UGA,Uganda,2024,2024-05-02,,2024-05-02,,Uganda: Landslide/Wet mass movement - Western (Toro/Kasese) - 02/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,44,44,,,[]
ARG,Argentina,2024,2024-05-02,Day,2024-05-03,Day,"Argentina: Storm - Misiones (Posadas, Leandro N. Alem, San Vicente, Oberá) - 03/05/2024",2,Weather related,4,Meteorological,14,Storm,21,,94,94,,,[]
NPL,Nepal,2024,2024-05-02,,2024-05-03,,Nepal: Wildfire - Mechi (Panchthar) - 02/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,8,8,8,8,[]
BDI,Burundi,2024,2024-05-03,,2024-05-03,,Burundi: Flood - Kirundo (Bugabira) - 03/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,28,28,,,['FL-2024-000047-BDI']
CMR,Cameroon,2024,2024-05-03,,2024-05-03,,Cameroon: Storm - Northwest (Donga Mantung/Nkambe) - 03/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,35,35,,,[]
GHA,Ghana,2024,2024-05-03,Day,2024-05-03,Day,Ghana: Storm - Northern (Gusheigu)- 03/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,287,290,287,290,[]
IDN,Indonesia,2024,2024-05-03,Day,2024-05-03,Day,Indonesia: Flood - Banten (Serang) - 03/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,320,320,,,['AHA-FL-2024-000818-IDN']
IDN,Indonesia,2024,2024-05-03,Day,2024-05-03,Day,Indonesia: Flood - South Sulawesi (Enrekang) - 03/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,23,23,23,23,[]
IDN,Indonesia,2024,2024-05-03,Day,2024-05-03,Day,Indonesia: Flood - South Sulawesi (Luwu) - 03/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,2920,2900,1687,1700,['AHA-FL-2024-000692-IDN']
IDN,Indonesia,2024,2024-05-03,Day,2024-05-03,Day,Indonesia: Flood - South Sulawesi (Sidenreng Rappang) - 03/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,384,380,50,50,['AHA-FL-2024-000716-IDN']
IDN,Indonesia,2024,2024-05-03,Day,2024-05-03,Day,Indonesia: Flood - South Sulawesi (Wajo) - 03/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,23,23,23,23,['AHA-FL-2024-000715-IDN']
IDN,Indonesia,2024,2024-05-03,Day,2024-05-03,Day,Indonesia: Flood - Southeast Sulawesi (North Konawe) - 03/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,192,190,,,['AHA-FL-2024-000743-IDN']
IDN,Indonesia,2024,2024-05-03,Day,2024-05-03,Day,Indonesia: Flood - West Sumatra (Sawahlunto) - 03/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,44,44,,,['AHA-FL-2024-000761-IDN']
IDN,Indonesia,2024,2024-05-03,Day,2024-05-03,Day,Indonesia: Flood - West Sumatra (Sijunjung) - 03/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4,4,4,4,['AHA-FL-2024-000708-IDN']
NPL,Nepal,2024,2024-05-03,,2024-05-03,,Nepal: Wildfire - Koshi (Dhankuta) - 03/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,4,4,4,4,[]
NPL,Nepal,2024,2024-05-03,,2024-05-03,,Nepal: Wildfire - Rapti (Rolpa) - 03/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,9,9,9,9,[]
SRB,Serbia,2024,2024-05-03,Day,2024-05-03,Day,Serbia: Flood - Central Serbia (Svrljig) - 03/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,1,1,,,[]
UGA,Uganda,2024,2024-05-03,,2024-05-03,,Uganda: Flood - Eastern (Busoga/Kamuli) - 03/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,210,210,,,[]
TZA,United Republic of Tanzania,2024,2024-05-03,Day,2024-05-04,Day,"Tanzania: Tropical Cyclone Hidaya - Lindi, Mtwara, Pwani and Morogoro - 03/05/2024",2,Weather related,4,Meteorological,14,Storm,24,,5922,5900,3288,3300,[]
BDI,Burundi,2024,2024-05-04,,2024-05-04,,Burundi: Flood - Rumonge (Rumonge) - 04/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,1120,1100,,,[]
BDI,Burundi,2024,2024-05-04,,2024-05-04,,Burundi: Landslide/Wet mass movement - Ngozi (Kiremba) - 04/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,18,18,,,[]
BDI,Burundi,2024,2024-05-04,,2024-05-04,,Burundi: Landslide/Wet mass movement - Rumonge (Buyengero) - 04/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,39,39,,,[]
IDN,Indonesia,2024,2024-05-04,Day,2024-05-04,Day,Indonesia: Flood - West Papua (Manokwari) - 04/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,75,75,,,[]
IDN,Indonesia,2024,2024-05-04,Day,2024-05-04,Day,Indonesia: Landslide - East Nusa Tenggara (Ende) - 04/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,4,4,4,4,[]
IDN,Indonesia,2024,2024-05-04,Day,2024-05-04,Day,Indonesia: Tornado - North Sumatra (Deli Serdang) - 04/05/2024,2,Weather related,4,Meteorological,14,Storm,23,,12,12,12,12,[]
IDN,Indonesia,2024,2024-05-04,Day,2024-05-04,Day,Indonesia: Tornado - West Java (Bogor) - 04/05/2024,2,Weather related,4,Meteorological,14,Storm,23,,7,7,4,4,[]
NPL,Nepal,2024,2024-05-04,,2024-05-04,,Nepal: Wildfire - Bheri (Surkhet) - 04/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,4,4,4,4,[]
UGA,Uganda,2024,2024-05-04,,2024-05-04,,Uganda: Flood - Eastern (Teso/Katakwi) - 04/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,90,90,90,90,[]
UGA,Uganda,2024,2024-05-04,,2024-05-04,,Uganda: Landslide/Wet mass movement - Western (Toro/Bunyangabu) - 04/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,144,140,144,140,[]
MYS,Malaysia,2024,2024-05-04,Day,2024-05-05,Day,Malaysia: Flood - Johor (Kota Tinggi) - 04/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,300,300,0,,[]
VNM,Viet Nam,2024,2024-05-04,Day,2024-05-05,Day,Viet Nam: Storm - Cao Bang - 04/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,[]
GTM,Guatemala,2024,2024-05-05,Day,2024-05-05,Day,Guatemala: Wildfire - Quiché (Joyabaj) - 05/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,6,6,,,[]
NPL,Nepal,2024,2024-05-05,,2024-05-05,,Nepal: Wildfire - Rapti (Salyan) - 05/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,9,9,9,9,[]
UGA,Uganda,2024,2024-05-05,,2024-05-05,,Uganda: Flood - Central (North Buganda/Kayunga) - 05/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,224,220,,,[]
MEX,Mexico,2024,2024-05-05,Day,2024-05-06,Day,Mexico: Wildfire - San Luis de Potosí (La Ciénaga) - 05/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,5,5,,,[]
ARG,Argentina,2024,2024-05-05,,2024-05-21,,"Argentina: Flood - Entre Ríos (Concordia, Gualeguaychú, Concepción del Uruguay, Colón) - 05/05/2024",2,Weather related,3,Hydrological,10,Flood,13,,683,680,,,[]
GBR,United Kingdom of Great Britain and Northern Ireland,2024,2024-05-06,Day,2024-05-06,Day,United Kingdom: Flood - Yorkshire and the Humber (Knaresborough) - 06/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,7,7,,,[]
GTM,Guatemala,2024,2024-05-06,Day,2024-05-06,Day,Guatemala: Wildfire - San Marcos (Comitancillo) - 06/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,13,13,,,[]
IDN,Indonesia,2024,2024-05-06,Day,2024-05-06,Day,Indonesia: Flood - Central Sulawesi (Morowali) - 06/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,6,6,,,['AHA-FL-2024-000783-IDN']
IDN,Indonesia,2024,2024-05-06,Day,2024-05-06,Day,Indonesia: Flood - South Sumatra (Ogan Komering Ulu) - 06/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,1428,1400,,,[]
KGZ,Kyrgyzstan,2024,2024-05-06,Day,2024-05-06,Day,Kyrgyzstan: Landslide/Wet mass movement - Jalal-Abad (Chkalov) - 06/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,4,4,,,[]
TJK,Tajikistan,2024,2024-05-06,Day,2024-05-08,Day,Tajikistan: Flood - Districts of Republican Subordination (Varzob district) - 06/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,30,30,,,[]
PNG,Papua New Guinea,2024,2024-05-06,Week,2024-05-15,Week,Papua New Guinea: Flood - Western (Multiple Regions) - 06/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,7065,7100,0,,[]
GTM,Guatemala,2024,2024-05-07,Day,2024-05-07,Day,Guatemala: Wildfire - Quiché (Joyabaj) - 07/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,10,10,,,[]
IDN,Indonesia,2024,2024-05-07,Day,2024-05-07,Day,Indonesia: Flood - South Papua (Merauke) - 07/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,1827,1800,,,['AHA-FL-2024-000844-IDN']
IDN,Indonesia,2024,2024-05-07,Day,2024-05-07,Day,Indonesia: Tornado - North Sumatra (Deli Serdang) - 07/05/2024,2,Weather related,4,Meteorological,14,Storm,23,,24,24,23,23,[]
KGZ,Kyrgyzstan,2024,2024-05-07,Day,2024-05-07,Day,Kyrgyzstan: Landslide/Wet mass movement - Jalal-Abad (Yuzumzhan) - 07/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,41,41,,,[]
NPL,Nepal,2024,2024-05-07,,2024-05-07,,Nepal: Storm - Lumbini (Rolpa) - 07/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,4,4,4,4,[]
SDN,Sudan,2024,2024-05-07,Day,2024-05-07,Day,Sudan: Wildfire - South Darfur (Gereida) - 07/05/2024,2,Weather related,2,Climatological,9,Wildfire,11,,1031,1000,,,[]
USA,United States of America,2024,2024-05-07,Day,2024-05-07,Day,United States: Landslide/Wet mass movement - New York (Catskill) - 07/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,3,3,,,[]
ESP,Spain,2024,2024-05-07,Day,2024-05-08,Day,"Spain: Wildfire - Aragon, Catalonia - 07/05/2024",2,Weather related,2,Climatological,9,Wildfire,11,,23,23,,,[]
USA,United States of America,2024,2024-05-07,Day,2024-05-08,Day,United States: Storm - Michigan- 07/05/2024,2,Weather related,4,Meteorological,14,Storm,21,,10,10,,,[]
URY,Uruguay,2024,2024-05-07,Day,2024-07-14,Day,Uruguay: Flood - 10 Departments - 07/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,6723,6700,15,15,[]
IDN,Indonesia,2024,2024-05-08,Day,2024-05-08,Day,Indonesia: Flood - South Sulawesi (Pinrang) - 08/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,4,4,4,4,['AHA-FL-2024-000773-IDN']
IDN,Indonesia,2024,2024-05-08,Day,2024-05-08,Day,Indonesia: Landslide - West Sumatra (Limapuluh Kota) - 08/05/2024,2,Weather related,3,Hydrological,11,Mass Movement,15,,19,19,19,19,[]
UGA,Uganda,2024,2024-05-08,,2024-05-08,,Uganda: Flood - Western (Toro/Ntoroko) - 08/05/2024,2,Weather related,3,Hydrological,10,Flood,13,,750,750,150,150,[]
